message,label
"Cuối cùng tôi cũng đọc đến tập 3 1Q84. Nhưng lạ là  tôi không còn thấy chất ""Haruki Murakami"" trong này nữa. Tập 1 lôi cuốn người đọc bằng biết bao kiến thức về lịch sử  xã hội của thế giới thực  cùng với một thế giới ảo song song với những điều ""không tưởng"" nhà văn sáng tạo ra: Người tí hon  nhộng không khí  người cảm tri  người tiếp thụ... Những tưởng tập 3 sẽ làm cho người đọc sáng rõ hơn về cái thế giới ấy  nhưng không  dường như gần cuối truyện chỉ là đoạn bolero chậm rãi buồn chán về thế giới nội tâm và tình yêu kỳ lạ của hai nhân vật chính  và yếu tố trinh thám ly kỳ đã...biến mất hoàn toàn. Phe nhân vật chính được giúp sức bởi những thế lực quá mạnh và hoàn hảo  còn phe phụ chưa đánh đã...thua. Đến cuối truyện tôi vẫn không hiểu ý đồ của tác giả là gì khi cho vào những đoạn tự sự dài lê thê của Aomone và lặp đi lặp lại nó. Nhiều lúc chỉ muốn lật trang nhanh để đi đến kết thúc truyện  nhưng không ngờ lại nhạt nhẽo và dễ đoán đến thế! Kết thúc mà vẫn chưa làm người đọc hết thắc mắc về cái thế giới Người tí hon  những chi tiết thừa tác giả đưa vào truyện xong rồi...để đó. Với tôi  câu chuyện này có thể được kể lại một cách ngắn gọn hơn  nên người đọc không phải mắc công đọc đến 3 cuốn sách dày cộm. Cá nhân tôi đánh giá không cao cuốn này so với những gì đã đọc từ trước đó của Murakami. Có lẽ tôi chỉ yêu chất lãng mạn u tối và siêu thực trong tác phẩm của ông  còn sự bất ngờ  thú vị  sắc sảo của một cuốn tiểu thuyết trinh thám ly kỳ  ""1Q84"" đã thất bại.",negative
Khó buột. Tuột,negative
Khó buột vào chân và cố địng để sử dụng.Hmm,negative
Khi mua sách mình hy vọng khá nhiều về sách sẽ mang đến những hữu ích trong công việc của mình ( Vì mình thiên về ý tưởng & sáng tạo). Tuy nhiên sách mất quá nhiều đoạn chỉ để nói lên lợi ích của việc triển khai bằng hình ảnh  rồi thêm các đoạn lặp lại quá nhiều lần trong cách thức thực hiện khiến người đọc nhàm chán . Đọc tới nửa cuốn thi mình bỏ cuộc hoàn toàn vì những gì sách nêu ra đều là những điều mình vẫn áp dụng hằng ngày (có thể do công việc yêu cầu triển khai bằng hình ảnh nhiều nên những phần sách đưa ra vẫn còn trong dạng cơ bản) và mình chưa thật sự tìm được điểm đột phá của sách như mong đợi Sẽ thích hơp hơn cho bạn nào đang rối rắm & không rõ về cách định hình ý tưởng  hay nội dung . Còn để nâng cao them kỹ năng triển khai bằng hình ảnh thì có lẽ sách vẫn chưa đủ độ chin.,negative
Qua ngọt   ,negative
Mình mua bộ này trong đợt hội sách hạ giá còn rất rẻ. Và cũng vì ham rẻ nên giờ thấy hơi đáng tiếc. Về phần nội dung thì không có gì phải bàn cãi  nổi tiếng quá rồi mà. Nhưng vê chất lượng thì rất tệ. Giấy có nhiều chỗ bị gấp gồ gề  chữ thì in mờ  nếu đọc dưới đèn trắng là nhức mắt ko chịu được. Mình cho 2 sao  1 cho giá rẻ  1 cho nội dung  còn những thứ khác mình không hài lòng chút nào cả. Nếu ai có ý định đọc thôi thì hẳn mua  còn sưu tập thì không nên mua.,negative
sản phẩm quá tệ. LAZADA nên quan tâm hơn đến chất lương sản phẩm trước khi chuyển giao cho khách hang. Mong rằng những sản phẩm sáu chất lượng sẽ đúng như quảng bá    ,negative
Da nhan duoc hang dat mua! Lazada giao hang nhanh. Tuy nhien san pham nhin thuc te khong duoc net nhu trong hinh. Trong nhu do choi tre con. Chac la tien nao cua do thoi!,negative
KHÔNG HÀI LÒNG. BỊ LỖI KỸ THUẬT. ĐÃ GỬI TRẢ LẠI . CHỜ XỬ LÝ,negative
tôi quá thất vọng ! .khi chuyển hàng nhận dc hàng thì ko thể dùng được ,negative
Không biết có phải tác phẩm này quá cao siêu so với tôi hay không  nhưng nó thực sự là một tác phẩm khiến tôi thất vọng. Câu chuyện được dẫn dắt dài dòng  mông lung  mối liên hệ giữa các nhân vật mơ hồ  đều do người đọc tự đoán mò  và kết thúc lửng lơ  giống như đang đọc sách mà bị xé mất chục trang cuối vậy. đến trang cuối cùng rồi mà tôi còn tưởng sắp sang chương sau  không ngờ lật tiếp hóa ra là đã hết truyện. Giống như một nhát kéo cắt phăng nửa cuốn truyện  làm người đọc bất ngờ và choáng váng. Tôi đã cố gắng đọc tác phẩm này  với hy vọng đọc đến cuối cùng xem kêt thúc ra sao  nhưng lại bị thất vọng hoàn toàn. Không chỉ vì cái kết  mà còn vì toàn bộ nội dụng của nó,negative
"Tôi đọc quyển sách này với mong muốn được thấy một điều gì đó lãng mạn rất Pháp  nhưng lại thất vọng hoàn toàn. Truyện khá mỏng nhưng phải mất vài ngày mới đọc xong và đến hôm sau thì không còn nhớ nổi tên nhân vật trong truyện nữa. Các nhân vật ở cạnh nhau nhưng không gặp mặt  họ tỉ mỉ quan sát lẫn nhau từ xa. Đối với tôi  ""Viễn vọng"" quá mơ hồ  cốt truyện mơ hồ  diễn biến mơ hồ  điểm nhìn người kể mơ hồ  đến cái kết cũng không rõ ràng. Điểm ấn tượng duy nhất chính là tác giả khá khéo léo khi lồng những lý thuyết vật lý khô khan vào quyển sách lãng mạn này. Cái đẹp của ""Viễn vọng"" chỉ được tôi mơ hồ nhận ra khi đọc đến phần cảm nhận của dịch giả về tác phẩm ở cuối sách nhưng như thế vẫn là chưa đủ đối với tôi. Có lẻ ""Viễn vọng"" không phù hợp với tôi lắm!",negative
Chưa sát với lời thoại   hình ảnh tổng thể còn thiếu sót rất nhiều điều hay   cuốn hút người xem đến với từng giai thoại của cuốn sách   nhân vật chưa có cảm thụ được hết suy nghĩ và tình cảm của độc giả   điều khiến ta uể oải và không muốn đọc hết câu truyện   lời thoại rất cẩu thả   không ăn nhập gì với nhau làm tất cả rối ren   hời hợt làm cho con người rất bình thường   ảm đạm nên giá tiền cũng chỉ làm cuốn bỏ xó .,negative
"Khi đọc giới thiệu về cuốn sách tôi đã kì vọng là sẽ có một cuộc phiêu lưu thú vị của Laura. Nhưng thực sự thì nó khá hời hợt. Laura khiến tôi thấy bực mình vì sự hèn nhát và thiếu quyết đoán  có những lúc thì không hiểu động lực ở đâu ra mà cô ấy lại có thể hành động bạo dạn đến vậy  điều này thực sự khiến tôi thấy không hợp lý một chút nào. Dù tính cách nhàm chán  và tự ti nhưng cô ấy lại có được những vận may chết tiệt từ trên trời rớt xuống : Bạn bè thì tốt vô cung và ca tụng cô hết lời  may mắn dồn dập  nhà văn ngưỡng mộ bấy lâu lại mê cô ta như điếu đổ. Và một điều hơi khó hiểu là tại sao một người mệnh danh là khó tính và lập dị như Dermot Flynn lại dễ dàng yêu mến Laura và bằng lòng đến liên hoan ngay từ ban đầu như vậy. Nói chung là tôi hơi ngán ngẩm tính cách nhân vật trong cuốn sách  cách làm mọi việc quá lên của tác giả không thực sự thuyết phục   Ví dụ như ngợi ca Dermot như thánh nhân   hay những việc tưởng chừng khó khăn vô cùng nhưng chỉ có thể giải quyết nhờ Laura  cả những chi tiết để gắn kết 2 nhân vật chính với nhau cũng đầy gượng ép và nhàm chán. Tôi cảm thấy cuốn sách này còn chán hơn cả cuốn "" Hành trình tình yêu ""  có lẽ tôi không hợp với văn phong của Katie Fforde.",negative
Trước đây tôi đã từng đọc Hành trình tình yêu và Mùa cưới của Katie Fforde nên khi thấy Tiki giảm giá cuốn này tôi cũng mua về. Cuốn sách nhàm chán và gây bực bội! Laura thật nhõng nhẽo  rắc rối  một phút trước cô không có lấy chút tự tin nhưng ngay lập tức sau đó lại có rất nhiều (tự tin đến từ đâu vậy?). Cô ấy than phiền rằng cô buồn chán và thay vì cố gắng làm gì đó thì cô chỉ nhắc đi nhắc lại nó. Tôi sẽ không nói rằng tôi ghét cuốn sách này vì trong một vài đoạn tôi khá thích văn phong lãng mạn của Katie Fforde. Nhưng đáng tiếc nhân vật chính gây bối rối đến mức khó mà chấp nhận được.,negative
Trước đó mình đã đọc Cuộc chiến với kẻ thứ 3 của Liên Tâm  thấy cách viết cũng hay nên quyết định mua cuốn này. Đọc chưa đến nửa cuốn  phải nói là cực kì thất vọng. Đọc mà không hiểu tình yêu của 2 nhân vật chính cuối cùng là thế nào  hoàn toàn không hề rõ ràng. Phát triển tình huống cực kì phi lý. Có cảm giác như tác giả cố làm cho câu chuyện hài hước  nhưng độ hài hước này chưa...tới  hơi nhảm. Lỡ mua rồi nên phải chịu  rút kinh nghiệm lần sau không mua của tác giả này nữa,negative
Giao hàng không đúng như hình quảng cáo !   ,negative
"Trong tất cả những cuôn sách tôi đọc từ trước đến nay  chưa có một cuốn nào khiến tôi tràn đầy thất vọng như ""chỉ dòng sông biết"". Một dịch giả nên là người truyền tả được đầy đủ cảm xúc và ý nghĩa cho độc giả ở tất cả mọi vùng miền  nhưng cuốn sách có quá nhiều từ địa phương  tôi chẳng hiểu được. ""thế giới lịch duyệt""  là thế giới gì? Tôi không biết. Văn phong của Amanda Quick lẽ ra rất hay. Tôi đã đọc ""Hung thần và đam mê""  ""Đêm thao thức"" thấy dù hiện đại hay lịch sử lãng mạn thì Amanda cũng đều rất xuất sắc. Nhưng nếu để đọc lại ""chỉ dòng sông biết"" tôi nghĩ rằng sẽ không bao giờ. Tôi thật sự thấy hối tiếc và thất vọng vì cuốn sách này của Nhã Nam.",negative
Tôi mua cuốn sách này cũng đã khá lâu  quyết định mua là khi vô tình đọc được cái tên sách: Hôn lên đôi môi Peter Pan  sau đó đọc được những lời giới thiệu hấp dẫn về Dịch Bách Đồng  tôi rất tò mò. Tuy nhiên khi mua về nó khiến tôi thất vọng. Đọc vài trang đầu tôi không tìm thấy sự thú vị và đã gấp nó lại. Hôm nay một lần nữa tôi mở ra vì nghĩ có thể lúc trước mình đã đọc quá vội mà không cảm nhận hết. Tuy nhiên tôi cũng chỉ kiên nhẫn đọc được vài chương. Lời lẽ trong sách rông dài và không đủ thu hút. Đã kéo dài mấy chương sách vẫn không hiểu nội dung là gì. Đã vậy bìa sách còn không phù hợp. Nó thật sự khiến tôi thất vọng.,negative
Đối với tôi  những bạn nào đánh giá cao sách này và nói hay  thì tôi thật sự khâm phục… Trong các sách nội dung ngắn của Cụ Nguyễn Duy Cần mà tôi từng đặt mua và đọc  thì cá nhân tôi nhận thấy đây là cuốn sách khó hiểu nhất và cũng có thể là cuốn sách có nội dung nhàm chán nhất mà Cụ viết. Bên cạnh  lối viết nặng tiếng hán việt  các câu châm ngôn của Cụ dẫn dắt thật sự rất khó để cảm. Cũng không thể trách được vì Cụ thuộc lớp tri thức xưa  nên ngôn ngữ rất Nho học  điều đó làm thế hệ trẻ ngày nay khó mà tiếp cận. Hoặc nếu có… cũng sẽ thấy đôi chỗ hơi nặng “giáo điều” và không phù hợp. Đọc sách này của Cụ mà tôi có cảm tưởng như đang đọc sách Triết học  môn học mà tôi cực kỳ ớn thời sinh viên. Nếu các bạn trẻ muốn tìm hiểu sách của Cụ  tốt nhất là nên đọc “cái dũng của Thánh nhân”  tôi thấy đây là tác phẩm nhỏ của Cụ mà tôi ấn tượng và thích thú nhất!,negative
ban đầu viết bút ra mực khá đều và ổn  được vài hôm thì tắt nghẽn mực trong khi ống mực còn đầy. Mình cũng khá thích hàng artline vì là hiệu có tiếng nên đặt 3 cây  xong thì nghẽn hết 3 cây  nói chung dùng không ổn tý nào cả. -_-,negative
"Thấy mọi người review mực tốt viết êm nên mua về thử. Giá đắt hơn so với các loại bút khác nhưng thấy kiểu nhìn tốt nên mình vớ luôn. Nhưng lúc viết ra mực cứ kiểu đậm đậm nhạt nhạt không đều nhau ý. Nét mực to viết lên chả có tí thẩm mĩ gì cả. Mình mua màu xanh lá không biết các bạn khác thế nào. Mình chỉ có thể lấy để gạch chân thôi vì viết nhìn rất thô mờ hết cả ý luôn hic . Chả đang đồng tiền bát gạo gì cả ==""",negative
Mình thấy chấm điểm suýt 5 sao  nên mua về tặng bạn  nghe bạn nói chả hiểu gì  mình nghĩ thật là kém  sách hay thế cơ mà. Và mình quyết định mua thêm 1 cuốn để tự đọc. Và đọc xong mình cũng ... chẳng hiểu tại sao mọi người đánh giá nó cao thế. Chuyện kể về 1 con chó cắn chủ  không bạn bè  không được mẹ yêu  lớn lên sinh con ra bao nhiêu bận đều bi ông chủ bán hết con  rồi chết trong cô độc  chấm hết. Thật kỳ lạ. Bạn nào thích đọc truyện về chó thì đọc 2 cuốn kinh điển là Nanh trắng và Tiếng gọi nơi hoang dã là ok.,negative
Lúc đọc được giới thiệu của chuyện cũng có chút hứng thú nhưng đọc xong chỉ có một cảm nhận đó là thất vọng. Cách viết quá dài dòng thực sự không hấp dẫn quá khứ và hiện tại cứ xen lẫn nhau theo từng chặng đường nhưng dường như làm mạch chuyện càng them rối. Nữ chính Phổ Hoa được xây dựng là hình tượng một người con gái luôn lý trí luôn cẩn trọng đến nhiều lúc thấy ấu trĩ. Tình cảm trong Phổ Hoa dường như cũng rất phức tạp không rõ ràng. Tình yêu với An Vĩnh luôn là mọt thứ gì đó khát khao trong lòng cô. Ở một khoảng nào đó trong trái tim An vĩnh cũng có hình bong của nhau nhưng họ đều vì một người là Vĩnh Đạo mà phải bỏ qua nhau. Dù có thể cảm nhận được tình yêu của Vĩnh đạo dành cho Phổ Hoa nhưng nó luôn là một tình yêu áp đặt  không cho đối phương được quyền lựa chọn. Sau này khi họ chia tay được 2 năm Phổ Hoa phát hiện mình yêu Vĩnh Đạo  luôn nhớ nhung không thể quên nhưng lại không dám tiến đến luôn trốn tránh khiêns tình yêu của họ như một cuộc rượt đuổi làm cho người đọc cảm thấy hết sức mệt mỏi. Dù nội dung câu chuyện có thể chấp nhận được nhưng cách diễn đạt cả về ngôn từ lẫn cách phát triển tình camr của các nhân vật có quá nhiều thiếu sót.,negative
"Nếu để nhận xét về truyện này trong 1 từ  đó là ""dở""  bằng 2 từ  sẽ là ""rất dở""  bằng 3 từ thì chính là ""vô cùng dở"". Truyện có motip không mới  nam chính nữ chính được cả đôi ""bựa nhân""  đặc biệt là Tần Khanh  thật là quái đản  ngu ngốc và vô duyên  đoạn sau thậm chí còn nhu nhược nữa  chưa kể bạn này thi thoảng còn làm ra những hành động rất... không giống người bình thương  ví dụ như dùng BVS vô tội vạ  ai đời có người lấy thứ đó đi kê chân bàn ở nơi công cộng thể hả? Càng đọc càng thấy bạn này dở hơi và càng lúc truyện càng mất điểm.",negative
Giao thiếu đồ đi kèm  -_-,negative
"Cốt truyện của ""Trở về Eden"" thuộc dạng kinh điển  kết thúc có hậu  không có tình tiết bất ngờ. Cũng có vài tình tiết chưa hợp lý lắm  trong đó đáng chú ý nhất là việc Stefanie là một doanh nhân sừng sỏ  điều hành cả tập đoàn lớn  mà lại không biết cách nhìn người  giao tiếp  và thậm chí quá ngây thơ như vậy. Bản in này của NXB Văn Học có quá nhiều lỗi  một khuyết điểm lớn của khâu biên tập. Tôi đánh giá truyện này ở mức trung bình  nhưng những lỗi in một cách quá coi thường độc giả trong bản này làm cho nó trở nên dưới mức trung bình.",negative
"thực sự thì mình ấn tượng ở nhan đề truyện này đầu tiên. "" Kết hôn chớp nhoáng"" khiến minh liên tưởng ngay đến 1 mối tình "" tiền hôn hậu ái"". Nhưng hóa ra là không phải vậy  đọc vài trang đầu của truyện mình thấy cũng không có gì là đặc biệt lắm nhưng càng đọc thì mình càng cảm thấy quá thất vọng... Mình không thể hiểu nổi nhân vật chính nữa  hôn nhân với 1 người đàn ông hơn mình nhiều tuổi  sau đó thì anh ta lại quá nhu nhược với gia đình mình mà chả hiểu cho vợ con. Lại để nữ chính độc lập như vậy mà sao cứ bị phụ thuộc vào người chồng như thế lại còn chuyện nước nóng tiết kiệm điện với bà mẹ chồng nữa chứ  hôn nhân kiểu như là công cụ phát tiết không bằng ý  sau đó thì có thai phải không ạ  rồi lại ly hôn... rồi đùng một cái lại cưới ngay anh chàng nào đó...Phải chăng đây là cái lôgic ''chớp nhoáng"" của tác giả phải không ạ? Mình là một người theo chủ nghĩa cầu toàn  truyện là mình thích nhất cái kiểu ngôn tình chính cống đó là nam thanh nữ tú nhưng tất nhiên là nó hầu như phi thực tế  đọc là chỉ để thỏa mãn bản thân thôi. hì hì. Và điều đáng nói là khi được đọc những câu truyện ngôn tình mà thực tế một chút ý thì đó mới là tuyệt vời. Mình biết mỗi người sẽ có suy nghĩ riêng  nhưng quá thực mình thấy truyện này thực tế một cách điên dồ  mình chỉ có thể nói là nó quá nhảm nhí  đọc mà phải drop lung tung...Điên dồ là ở cách suy nghĩ hành động của cái anh hơn 40 tuổi ý!!! Thần kinh!!! Quả thực mình chưa được trải đời  cũng chưa biết cay đắng của xã hội nên suy nghĩ của mình là như vậy. Tóm lại là tốn tiền tốn thời gian khi đọc cuốn sách này  cho mình xin lỗi tác giả ==!!!",negative
"Tôi không thích câu chuyện này  nó quá ngược  quá "" khó chịu""  đọc đến nửa cuốn là KHÔNG BAO GIỜ MUỐN ĐỤNG ĐẾN. Hai nhân vật trong truyện có cần giày vò nhau đến mức đó không  có cần ương bướng  không thật lòng đến mức đó không. Rõ ràng là có tình cảm mà cứ phải tổn thương đến nhau  để cuối cùng đường ai nấy đi  cả hai đều đau đớn  nếu học chịu buông tay thì đã hạnh phúc. Tuy đôi lúc trong tình yêu và cuộc sống cần có lòng tự trọng nhưng cái giá để giữ được lòng tự trọng ấy đánh đổi bằng hạnh phúc của mình  thực sự là cái giá quá đắt.",negative
Quả thật là ban đầu đọc lời tựa cuốn sách quả thật rất lạ và thu hút  bình thường các tác phẩm trung quốc mình hay lựa chọn kĩ càng để đọc và lần này một sai lầm thật lớn khi không tìm hiểu kĩ nội dung. Một mối tình đơn phương thường thấy khi người đàn ông đã có vợ và chẳng thể nào đáp lại tình cảm ấy. Những nhân vật trong câu chuyện dường như được tạo ra quá hoàn hảo  từ nhân vật chính đến nhân vật phụ  chính vì thế chẳng có gì là thực tế trong câu chuyện này. Tại sao cuối cùng một anh chàng không có gì đặc biệt Lí Thanh Hải  được giới thiệu khá sơ sài  chưa đề cập được 10 trang trong cuốn sách lại trở thành anh chàng có được mĩ nữ trong tay? Lâm Khởi Phàm  đoạt được Hứa Trác Nghiên bằng thủ đoạn đê tiện đến thế  rốt cuộc yêu cô được bao nhiêu đủ để can đảm mà chia tay trả lại hạnh phúc cho cô? Liệu sự gặp nhau của họ  quan hệ của họ (sự hòa hợp) trong vòng 3 tháng kia là gì? Chỉ là để cho Trác Nghiên nhận ra khi tâm trạng bần thần thì đừng có mà đồng ý bất cứ điều gì thôi sao? 3 tháng đủ để biết được sự cưỡng đoạt hằng đêm sẽ đủ để sống yên ổn cả đời khi mà 2 con tim không đồng điệu? Thật sự quá nhiều điều khiên cưỡng trong tác phẩm này  anh chàng ngốc nghếch Lê Giang (lại là người phụ trach mảng nhân sự  thu mua) thì được một cô nàng nhà giàu  đầy sức sống và nhiệt tình theo đuổi. Cô nàng xấu xí  không ai theo lại được một anh chàng nhà giàu đeo đuổi. Dù rằng kết thúc ai cũng hạnh phúc nhưng theo cảm nhận của riêng mình  tác phẩm này sẽ cứ ám ảnh dai dẳng người đọc rằng chẳng có gì thật sự là hạnh phúc trong câu chuyện này cả. Có đôi lúc  mình cảm nhận rằng câu chuyện tình yêu thật sự xuyên suốt câu chuyện lại thuộc về Trần Hạo Nho và Hứa Trác Nhiên- 2 nhân vật phụ chưa chiếm đến 20 trang sách. Nói tóm lại là tình huống  cách xử lý câu chuyện  kết thúc … mọi thứ trong tác phẩm này thật sự quá khiên cưỡng.,negative
Mình nghĩ đây không phải là một quyển sách hay   có lẽ vì nó là bản thu gọn nên có những chi tiết mà mình cảm thấy hơi sáo rỗng  quyển sách này như là một bản hướng dẫn sơ sài dành cho người biết rồi vậy chứ thực chất lại không đi vào tỉ mỉ cũng như nó thiếu một cái gì đó thuyết phục mình về hiệu quả của cuốn sách. Cuốn sách này còn trình bày nhiều thứ có vẻ rất máy móc và không phải mindmap lúc nào cũng tốt ! Cuốn sách này khá mỏng và chất liệu giấy cũng chưa hẳn là đẹp lắm   in ấn cũng không phải tốt nên mình nghĩ mức giá trên dù không đáng kể nhưng chẳng tương xứng với chất lượng.,negative
Vi k ngon lam  ,negative
nhận hàng nhưng chưa dùng nên chưa có đánh giá  mua nhiều sản phẩm của La rồi nhưng thực sự chưa hài lòng về sản phẩm  không như giới thiệu,negative
Quyết định mua cuốn này chỉ vì tựa đề của nó  cái đề nghe rất hay vì thực sự tác giả Khiêm Nhu là cái tên lần đầu mình nghe. Khi nhận sách bìa và giấy ngả vàng  nói chung khá hoài cổ Khi đọc thì thất vọng hoàn toàn  không có truyện ngắn nào mình nắm bắt nổi nội dung. Ở đây không phải chê tác giả viết không hay mà người đọc không thể hiểu được tác giả muốn nói gì. Những nhân vật cứ lẫn vào nhau rất khó hình dung và hiểu được tâm lý nhân vật. Cuốn này là cuốn khó đọc và khó hiểu.,negative
"Ngôi nhà không cửa sổ của Khiêm Nhu được tôi xếp vào danh sách ""những quyển sách đọc 1 lần và không muốn đọc lại lần nữa'. Đúng là lối viết chị rất hay  rất lạ  cốt truyện những truyện ngắn cũng khá đặc biệt  miêu tả hiện thực khách quan xã hội nhưng tôi vẫn không cảm được. Có cảm giác truyện của chị rất là rối rắm  đọc khó hiểu  trong cùng 1 câu chuyện nhưng chuyện nọ lại xọ qua chuyện kia  chị miêu tả nhiều  kể nhiều nhưng phần lớn truyện ngắn có cái kết không thỏa đáng hay chẳng có gì cả  có cảm giác đó chỉ là 1 lát cắt ngẫu nhiên trong cuộc sống của 1 ai đó  không đầu không cuối  trước đó nhân vật đã làm gì ra sao không ai biết và sau đó nhân vật sẽ như thế nào chẳng ai hay. Đọc xong mà tâm trạng cứ lửng lơ  khó chịu  không hiểu là mình đã đọc được gì và hiểu những gì. Nói chung  quyển này tôi không thích lắm!",negative
1 lần là quá đủ với nhãn hiệu này  tỡn rồi toàn cặn với bã thôi không như mong đợi ! ,negative
Max chậm không thể chậm hơn. bưu điện cũng không quá 7 ngày như vậy,negative
Sau khi chờ đợi thì ổ cứng được giao tới nhà  nhưng không phải là bản mẫu của ổ cứng mình mong muốn và hình dạng cũng không phải. Bề mặt hàng bên lazada giao cho mình là trơn nhẵn trong khi mẫu sản phẩm bán có thiết kế lỗ lỗ ở bề mặt. Ổ cứng bị mất của mình là giống như hìnhcủa sản phẩm được đăng  thật thất vọng khi hàng mình nhận đưọc không đúng như vậy và mình cũng không nhận được phiếu đổi trả hàng của lazada đi kèm trong gói hàng. Bản mẫu ổ cứng mình nhận được là WDBGPU0010BBK.,negative
Bột trà xanh pha với lá olong hơi nhiều làm mất đi sự nguyên chất,negative
Lazada giao hàng nhanh. Nhưng sản phẩm ko đạt chuẩn như quảng cáo,negative
LỖ TRÒN ĐẦU ĐỐT QUÁ NHỎ VÀ DÂY ĐIỆN TRỞ MAU BỊ ĐỨT.   ĐỀ NGHỊ THIẾT KẾ LÕ ĐẦU ĐỐT LỚN HƠN ĐẦU ĐIẾU THUỐC VÀ DÂY ĐIỆN TRỞ LOẠI BỀN  KHÔNG GỈ SÉT (KHÔNG ĐỨT),negative
có nhiều nhược điểm. không tiện dụng,negative
Mua sản phẩm bật lửa Verygood về mình dùng chưa được 1 ngày thì hỏng. Tháo ra xem thì bên trong bị đứt hết dây. Đáng thất vọng  ,negative
Bật lửa kém. Dể hỏng mau hết điện,negative
khi mồi thuốc lá khá bất tiện  lưới lửa quá yếu  họng lửa nhỏ đưa điếu thuốc vào hơi khó.,negative
Dây đốt hộp quẹt đứt sau vài lần đốt thuốc. Chỉ còn làm máy cạo râu đc.,negative
mau hết pin dây đốt mới sử dụng sau 2 lần sạc đã bị đứt mất,negative
Dùng được một ngày hết ga  chắc phải mang theo cái bình ga đi theo luôn.,negative
Châm chưa hết 1 bao thuốc (1buổi) đã hết gas  với số tiền này tôi có thể mua 1 hộp 50 chiếc bật lửa thường dùng cả năm không hết,negative
chưa hài lòng lắm muốn đổi trả sản phẩm,negative
Xài được nhưng mới đốt được mấy điếu thuốc mà hết gas thì qúa tệ,negative
vừa đem về đến nhà nạp ga vào thì nó bị nghẹt ống dẫn ga  quẹt muốn hết đá mà nó vẫn không xịt miếng ga nào hết,negative
qua that vong  nhanh het gas  boc tem ma nhin` no cu~ kinh khung?   ai lai tra lai... lam ji  mat co^ng.,negative
chi la hinh thuk thoi mua ve quet moi thuot chua dc nua goi thuot nua thi quet ko len lua,negative
bật lửa giá đắt quá mà mở nắp ra ko lên lửa luôn,negative
Mẫu mã đẹp... giao hàng nhanh an toàn... nhưng về sản phẩm ko dc tốt lắm... nhất là về ga dự trữ rất ít.  Chỉ đáp ứng dc 1 hoặc 2 ngày dùng bình thường.. muốn dùg lâu phải sạc lui sạc tới rất phiền phức.. thân ái,negative
Mua ve bat lua dc 2 lan .lan thu 3 va các lan sau do bay ko thay chay nua,negative
Hàng rởm ,negative
Chất  lượng rất kém  không đáng giá với số tiền bỏ ra.  Phần nắp rất kém  mở ra đã bị gãy ngay  dẫn đến hở van ga.,negative
chán lắm ý  bật được vài lần hỏng ko đánh lửa nữa rồi  ,negative
Quá dài. Mất thời gian quấn và ko biết cách quấn.,negative
sử dụng được hơn tuần thì vòi dẩn ga bị hỏng,negative
Không như quảng cáo ghi đc 10mb/s thế mà quảng cáo ghi 20mb/s,negative
Quảng cáo thì có kèm theo adapter nhưng khi giao hàng thì ko có ( đơn hàng giao ở chung cư thanh bình  npbieen hoà  đồng nai),negative
Không giao adapter như quảng cáo. Nhận hàng vài ngày 8/3 ,negative
Không như quảng cáo. Hình ảnh quảng cáo khác xa so với hàng nhận được. tốc độ ghi chỉ khoảng 11-12mb/s mà thôi. quà tặng (adapter) không sử dụng được (không có chốt khóa nhưng the thì bị khóa khong chép được),negative
Giá tính ra là rẻ  lại được tặng thêm 1 hộp cùng loại nhưng khẩu trang theo mình mỏng quá  chắc tại mình xài loại màu đen (có than hoạt tính) dày nên không hài lòng lắm với khẩu trang này. Bạn nào muốn loại dày nên nên cân nhắc nhé.,negative
Mình mua cái này cho nhỏ bạn vì nhỏ thích dùng khẩu trang kháng khuẩn Nhỏ nói khẩu trang dùng tốt  mùi thơm nhẹ  tiện lợi  nhưng chỉ có khoản thiếu quà tặng là không hài lòng. Lúc mua mình cũng không để ý đến hộp được tặng kèm  nên lúc nhận được hàng  cứ đinh ninh 2 hộp là đủ. Thế là 1 tuần sau nhỏ bạn nó mới rảnh qua lấy  nó hỏi sao thiếu mất một hộp rồi. Gọi điện Tiki thì Tiki lại bảo: đơn hàng này đã qua lâu rồi  không kiểm chứng được  nên không thể xử lý. Vì sự thiếu sót này nên không thể đánh giá cao được  nếu bỏ qua vấn đề này thì có lẽ mình sẽ mua thêm khi dùng hết,negative
Nhược điểm - Khẩu trang hơi mỏng - Mùi khẩu trang khá nồng  gây khó chịu lúc mới đeo  nhưng cũng nhanh bay mùi - Gọng nhựa giúp khẩu trang ôm vô mũi khá lỏng lẻo  dễ long ra  nhìn mất thẩm mĩ Ưu điểm: - Giá thành rẻ  60k/3 hộp Có mua lại không?: Chắc chắn là không,negative
Mình không thích cuốn sách này  vì nó không hữu ích mấy trong công việc làm bánh. Giọng văn của Nguyễn Bảo Anh Thư cũng khá hay  nhưng lan man ghê quá  toàn những chuyện đâu đâu trong khi phần công thức làm bánh hoặc mẹo vặt trong quá trình làm thì chẳng có mấy  thậm chí e là còn chưa chiếm tới nửa quyển sách ấy. Công thức làm bánh cũng đơn giản quá. Hình ảnh ở trang bìa sách thì khá là tẻ nhạt  không tạo được ấn tượng  rất mong rằng trong cuốn sách sau  tác giả sẽ rút kinh nghiệm,negative
